death_date,name,rank,unit,gender,age,from,story,pid,webpage,eng
2023-11-13,רז אבולעפיה,"רס""ר (במיל')",חטיבת הנגב (12),M,27,רשפון,"לוחם בגדוד 6863, חטיבת הנגב (12), נפל בקרב בצפון רצועת עזה. הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.",2098.0,https://www.idf.il/נופלים/חללי-המלחמה/רז-אבולעפיה/,Master sergeant (res.) Raz Abulafia
,נועה מרציאנו,"רב""ט",חיל הגנת הגבולות,F,19,מודיעין מכבים רעות,"בקרית איסוף יבשתי בגדוד 414, חיל הגנת הגבולות. הועלתה מדרגת טוראי לדרגת רב""ט לאחר מותה.",482.0,https://www.idf.il/נופלים/חללי-המלחמה/נועה-מרציאנו/,Corporal Noa Marciano
2023-11-14,ידידיה אשר לב,סרן,חטיבת גבעתי,M,26,טל מנשה,"סגן מפקד פלוגה בגדוד שקד שבחטיבת גבעתי, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סגן לדרגת סרן לאחר מותו.",2099.0,https://www.idf.il/נופלים/חללי-המלחמה/ידידיה-אשר-לב/,Captain Yedidya Asher Lev
2023-11-14,עמרי יוסף דוד,סרן (במיל'),חטיבת הנגב (12),M,27,כרמיאל,"סגן מפקד פלוגה בגדוד 9217 שבחטיבת הנגב (12), נפל בקרב בצפון רצועת עזה.",2100.0,https://www.idf.il/נופלים/חללי-המלחמה/עמרי-יוסף-דוד/,Captain (res.) Omri Yosef David
2023-11-15,כפיר יצחק פרנקו,סרן,עוצבת עקבות הברזל (401),M,22,ירושלים,"מפקד מחלקה בגדוד 52 שבעוצבת 'עקבות הברזל' (401), נפל בקרב בצפון רצועת עזה. הועלה מדרגת סגן לדרגת סרן לאחר מותו.",2101.0,https://www.idf.il/נופלים/חללי-המלחמה/כפיר-יצחק-פרנקו/,Captain Kfir Itzhak Franco
2023-11-15,אסף מסטר,סרן,עוצבת עקבות הברזל (401),M,22,קיבוץ בחן,"מפקד מחלקה בגדוד 601 שבעוצבת 'עקבות הברזל' (401), נפל בקרב בצפון רצועת עזה. הועלה מדרגת סגן לדרגת סרן לאחר מותו.",2102.0,https://www.idf.il/נופלים/חללי-המלחמה/אסף-מסטר/,Captain Asaf Master
2023-11-16,שלמה בן נון,סרן,חטיבת הצנחנים,M,22,מודיעין מכבים רעות,"סגן מפקד פלוגה בגדוד 202, חטיבת הצנחנים, נפל במהלך פעילות מבצעית בצפון רצועת עזה. הועלה מדרגת סגן לדרגת סרן לאחר מותו.",2103.0,https://www.idf.il/נופלים/חללי-המלחמה/שלמה-בן-נון/,Captain Shlomo Ben Nun
2023-11-16,אברהם פטנה,"רב""ט",חיל המשטרה הצבאית,M,20,חיפה,"לוחם בגדוד ארז, חיל המשטרה הצבאית, נפל בפיגוע במחסום המנהרות בירושלים. הועלה מדרגת טוראי לדרגת רב""ט לאחר מותו.",2105.0,https://www.idf.il/נופלים/חללי-המלחמה/אברהם-פטנה/,Corporal Avraham Fetena
2023-11-07,דוד (דודי) דגמי,"רס""ר (במיל')",החטיבה הדרומית,M,43,ראשון לציון,פרמדיק בחטיבה הדרומית באוגדת עזה.,2106.0,https://www.idf.il/נופלים/חללי-המלחמה/דוד-דודי-דגמי/,Master sergeant (res.) David (Dudi) Digmi
2023-11-18,שלמה גורטובניק,"סמ""ר",עוצבת עקבות הברזל (401),M,21,מודיעין מכבים רעות,"חובש קרבי בגדוד 46 שבעוצבת 'עקבות הברזל' (401), נפל בקרב ברצועת עזה.",2107.0,https://www.idf.il/נופלים/חללי-המלחמה/שלמה-גורטובניק/,Staff sergeant Shlomo Gurtovnik
2023-11-18,עדן פרוביזור,סרן,עוצבת עקבות הברזל (401),M,21,אלפי מנשה,"מפקד מחלקה בגדוד 52 שבעוצבת 'עקבות הברזל' (401), נפל בקרב ברצועת עזה. הועלה מדרגת סגן לדרגת סרן לאחר מותו.",2110.0,https://www.idf.il/נופלים/חללי-המלחמה/עדן-פרוביזור/,Captain Eden Provisor
2023-11-18,עדי מאלכ חרב,"סמ""ר","חטיבת הנח""ל",M,19,בית ג'ן,"לוחם בסיירת נח""ל, חטיבת הנח""ל, נפל בקרב ברצועת עזה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",2109.0,https://www.idf.il/נופלים/חללי-המלחמה/עדי-מאלכ-חרב/,Staff sergeant Adi Malik Harb
2023-11-18,שחר פרידמן,"סמ""ר",חטיבת הצנחנים,M,21,ירושלים,"לוחם בגדוד 101, חטיבת הצנחנים, נפל בקרב ברצועת עזה.",2108.0,https://www.idf.il/נופלים/חללי-המלחמה/שחר-פרידמן/,Staff sergeant Shachar Fridman
2023-11-18,ג׳מאל עבאס,"רס""ן",חטיבת הצנחנים,M,23,פקיעין,"מפקד פלוגה בגדוד 101 שבחטיבת הצנחנים, נפל בקרב ברצועת עזה. הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.",2111.0,https://www.idf.il/נופלים/חללי-המלחמה/ג-מאל-עבאס/,Major Jamal Abbas
2023-11-18,רועי ביבר,סרן (במיל'),חיל ההנדסה הקרבית,M,28,צור משה,"מפקד צוות ביחידת יהל""ם, נפל בקרב בצפון רצועת עזה.",2113.0,https://www.idf.il/נופלים/חללי-המלחמה/רועי-ביבר/,Captain (res.) Roey biber
2023-11-18,בנימין מאיר ארלי,סמל,חטיבת הצנחנים,M,21,בית שמש,"לוחם בגדוד 101 שבחטיבת הצנחנים, נפל בקרב בצפון רצועת עזה. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו. ",2112.0,https://www.idf.il/נופלים/חללי-המלחמה/בנימין-מאיר-ארלי/,Sergeant Binyamin Meir Airly
2023-11-18,יקיר ביטון,"רס""ר (במיל')",חטיבה 261,M,34,ירושלים,"לוחם בבגדוד 8717, חטיבה 261, נפל בקרב בצפון רצועת עזה.",2114.0,https://www.idf.il/נופלים/חללי-המלחמה/יקיר-ביטון/,Master sergeant (res.) Yakir Biton
2023-11-18,רני טחן,"רס""ם (במיל')",חטיבה 261,M,40,שדה נחמיה,"סמב""ץ בגדוד 8717, חטיבה 261, נפל בקרב בצפון רצועת עזה.",2115.0,https://www.idf.il/נופלים/חללי-המלחמה/רני-טחן/,Sergeant major (res.) Rani Tahan
2023-11-18,חן יהלום,"רס""ן (במיל')",חיל התותחנים,M,34,"כפר אז""ר","קצין בגדוד 8159 של חיל התותחנים. הועלה מדרגת סרן (במיל') לדרגת רס""ן (במיל') לאחר מותו.",2116.0,https://www.idf.il/נופלים/חללי-המלחמה/חן-יהלום/,Major (res.) Chen Yahalom
2023-11-19,גל מישאלוף,"סמ""ר",חטיבת גבעתי,M,21,מודיעין מכבים רעות,"לוחם בגדוד צבר, חטיבת גבעתי, נפל בקרב ברצועת עזה.",2118.0,https://www.idf.il/נופלים/חללי-המלחמה/גל-מישאלוף/,Staff sergeant Gal Mishaelof
2023-11-19,אדיר פורטוגל,סרן (במיל'),חטיבת גבעתי,M,23,מזכרת בתיה,"קצין בגדוד שקד, חטיבת גבעתי, נפל בקרב ברצועת עזה. הועלה מדרגת סגן (במיל') לדרגת סרן (במיל') לאחר מותו.",2117.0,https://www.idf.il/נופלים/חללי-המלחמה/אדיר-פורטוגל/,Captain (res.) Adir Portugal
2023-11-19,ינון תמיר,סמל,חטיבת הצנחנים,M,20,פרדס חנה-כרכור,"לוחם בגדוד 890, חטיבת הצנחנים, נפל בקרב בצפון רצועת עזה.",2120.0,https://www.idf.il/נופלים/חללי-המלחמה/ינון-תמיר/,Sergeant Yinon Tamir
2023-11-19,דביר ברזני,"סמ""ר",חטיבת הצנחנים,M,20,ירושלים,"לוחם בגדוד 890, חטיבת הצנחנים, נפל בקרב בצפון רצועת עזה.",2119.0,https://www.idf.il/נופלים/חללי-המלחמה/דביר-ברזני/,Staff sergeant Dvir Barazani
2023-11-20,איתן דישון,"סמ""ר",חטיבת גבעתי,M,21,ירושלים,"לוחם בסיירת גבעתי, חטיבת גבעתי, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",2121.0,https://www.idf.il/נופלים/חללי-המלחמה/איתן-דישון/,Staff sergeant Eytan Dishon
2023-11-20,איליה סנקין,"סמ""ר",חטיבת גבעתי,M,20,נוף הגליל,"לוחם בגדוד רותם שבחטיבת גבעתי, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו. ",2123.0,https://www.idf.il/נופלים/חללי-המלחמה/איליה-סנקין/,Staff sergeant Ilya Senkin
2023-11-20,ארנון משה אברהם בנבניסטי וספי,סרן (במיל'),חטיבת גבעתי,M,26,יסוד המעלה,"קצין לוחם בסיירת גבעתי שבחטיבת גבעתי, נפל בקרב בצפון רצועת עזה.",2122.0,https://www.idf.il/נופלים/חללי-המלחמה/ארנון-משה-אברהם-בנבנסטי-וספי/,Captain (res.) Arnon Moshe Avraham Benvenisti Vaspi
2023-11-21,לירון שניר,סרן,חטיבת גולני,M,25,עפרה,"מפקד צוות בסיירת גולני, חטיבת גולני, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סגן לדרגת סרן לאחר מותו.",2124.0,https://www.idf.il/נופלים/חללי-המלחמה/לירון-שניר/,Captain Liron Snir
2023-11-22,איתן דב רוזנצוויג,"סמ""ר",חטיבת גבעתי,M,21,אלון שבות,"לוחם בגדוד שקד שבחטיבת גבעתי, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו. ",2125.0,https://www.idf.il/נופלים/חללי-המלחמה/איתן-דב-רוזנצוויג/,Staff sergeant Eitan Dov Rosenzweig
2023-10-07,תומר יעקב אחימס,"סמ""ר",חיל הרגלים,M,20,להבים,"קשר מפקד חטיבה, חלל צה""ל חטוף בידי ארגון טרור. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",1664.0,https://www.idf.il/נופלים/חללי-המלחמה/תומר-יעקב-אחימס/,Staff sergeant Tomer Yaakov Ahimas
2023-10-07,קיריל ברודסקי,סמל,חיל הרגלים,M,19,רמת גן,"חפ""ק מפקד חטיבה, חלל צה""ל חטוף בידי ארגון טרור. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",1665.0,https://www.idf.il/נופלים/חללי-המלחמה/קיריל-ברודסקי/,Sergeant Kiril Brodski
2023-10-07,שקד דהן,סמל,עוצבת סער מגולן (7),M,19,עפולה,"לוחם בגדוד 77, עוצבת סער מגולן (7), חלל צה""ל חטוף בידי ארגון טרור. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",1666.0,https://www.idf.il/נופלים/חללי-המלחמה/שקד-דהן/,Sergeant Shaked Dahan
2023-10-07,אסף חממי,"אל""ם",חטיבה דרומית,M,41,קרית אונו,"מפקד חטיבה דרומית, נפל בקרב ב-7 באוקטובר, חלל צה""ל חטוף בידי ארגון טרור.",1668.0,https://www.idf.il/נופלים/חללי-המלחמה/אסף-חממי/,Colonel Asaf Hamami
2023-12-02,אסצ׳אלו סמה,"סמ""ר","חטיבת הנח""ל",M,20,פתח תקווה,"לוחם בגדוד 932, חטיבת הנח""ל, מת מפצעיו אמש לאחר שנפצע בקרב ב-14.11.23 בצפון רצועת עזה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",2131.0,https://www.idf.il/נופלים/חללי-המלחמה/אסצ-אלו-סמה/,Staff Sergeant Aschalwu Sama
2023-12-02,אור ברנדס,"רס""ר (במיל')",עוצבת סער מגולן (7),M,25,שוהם,"לוחם בגדוד 82, חטיבה 7 ('עוצבת סער מגולן'), נפל בקרב במרכז רצועת עזה. הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.",2132.0,https://www.idf.il/נופלים/חללי-המלחמה/אור-ברנדס/,Master sergeant (res.) Or Brandes
2023-12-03,בן זוסמן,"רס""ל (במיל')",עוצבת עקבות הברזל (401),M,22,ירושלים,"לוחם בחטיבה 401 ('עוצבת עקבות הברזל'), חיל ההנדסה הקרבית, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סמ""ר לדרגת רס""ל (במיל') לאחר מותו.",2134.0,https://www.idf.il/נופלים/חללי-המלחמה/בן-זוסמן/,Sergeant first class (res.) Ben Zussman
2023-12-03,נריה שאער,"רס""ם",עוצבת חוד החנית (55),M,36,יבנה,"לוחם בגדוד 6655 שבחטיבה 55 ('עוצבת חוד החנית'), נפל בקרב בצפון רצועת עזה. הועלה מדרגת רס""ר (במיל') לדרגת רס""ם (במיל') לאחר מותו.",2133.0,https://www.idf.il/נופלים/חללי-המלחמה/נריה-שאער/,Sergeant major (res.) Neriya Shaer
2023-12-03,בנימין יהושע נידהם,סמל,עוצבת עקבות הברזל (401),M,19,זכרון יעקב,"לוחם בחטיבה 401 ('עוצבת עקבות הברזל'), חיל ההנדסה הקרבית, נפל בקרב בצפון רצועת עזה. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",2135.0,https://www.idf.il/נופלים/חללי-המלחמה/בנימין-יהושע-נידהם/,Sergeant Binyamin yehoshua Needham
2023-12-04,תובל יעקב צנעני,"סמ""ר",עוצבת ברק (188),M,20,קרית גת,"לוחם שריון בגדוד 53 שבעוצבת 'ברק' (188), נפל בקרב ברצועת עזה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",2138.0,https://www.idf.il/נופלים/חללי-המלחמה/תובל-יעקב-צנעני/,Staff Sergeant Tuval Yaakov Tsanani
2023-12-04,יקיר ידידיה שינקולבסקי,סמל,עוצבת ברק (188),M,21,מגדל עוז,"לוחם שריון בגדוד 53 שבעוצבת 'ברק' (188) נפל בקרב ברצועת עזה. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",2136.0,https://www.idf.il/נופלים/חללי-המלחמה/יקיר-ידידיה-שינקולבסקי/,Sergeant Yakir Yedidya Schenkolewski
2023-12-04,איתן פיש,סרן,עוצבת ברק (188),M,23,פדואל,"קצין שריון לוחם בגדוד 53, שבעוצבת 'ברק' (188), נפל בקרב ברצועת עזה. הועלה מדרגת סגן לדרגת סרן לאחר מותו.",2137.0,https://www.idf.il/נופלים/חללי-המלחמה/איתן-פיש/,Captain Eitan Fisch
2023-12-04,יהל גזית,סרן,עוצבת ברק (188),M,24,רקפת,"סגן מפקד פלוגה בגדוד 53, שבעוצבת 'ברק' (188), נפל בקרב ברצועת עזה. הועלה מדרגת סגן לדרגת סרן לאחר מותו.",2139.0,https://www.idf.il/נופלים/חללי-המלחמה/יהל-גזית/,Captain Yahel Gazit
2023-12-04,גיל דניאלס,"רס""ר (במיל')",חטיבה 261,M,34,אשדוד,"לוחם בפלוגת סיור בגדוד 6261, חטיבה 261, נפל בקרב ברצועת עזה. הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.",2140.0,https://www.idf.il/נופלים/חללי-המלחמה/גיל-דניאלס/,Master sergeant (res.) Gil Daniels
2023-12-05,מתן דמארי,"רס""ר (במיל')",חטיבת האש (215),M,31,דימונה,"מפקד כיתה בפלוגת הסיור של חטיבת האש (215), נפל בקרב ברצועת עזה.",2142.0,https://www.idf.il/נופלים/חללי-המלחמה/מתן-דמארי/,Master sergeant (res.) Matan Damari
2023-12-05,עילי אליהו כהן,"רס""ר (במיל')",עוצבת חצי האש (551),M,23,בית נחמיה,"לוחם בגדוד 7008, שבעוצבת 'חצי האש' (551), נפל בקרב ברצועת עזה. הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.",2141.0,https://www.idf.il/נופלים/חללי-המלחמה/עילי-אליהו-כהן/,Master sergeant (res.) Ilay Eliyahu Cohen
2023-12-05,יהונתן מלכה,"רס""ל (במיל')",עוצבת סער מגולן (7),M,23,באר שבע,"לוחם שיריון בגדוד 82, שבעוצבת 'סער מגולן' (7), נפל בקרב ברצועת עזה.",2143.0,https://www.idf.il/נופלים/חללי-המלחמה/יהונתן-מלכה/,Sergeant first class (res.) Yehonatan Malka
2023-12-05,יוחאי גור הרשברג,"סא""ל",עוצבת האש (אוגדה 98),M,52,חוות פיליפ,"מפקד יחידת איתור נעדרים בעוצבת האש (אוגדה 98), נפל בתאנות דרכים צבאית בדרום הארץ.",2144.0,https://www.idf.il/נופלים/חללי-המלחמה/יוחאי-גור-הרשברג/,Lieutenant Colonel Yochai Gur Hershberg
2023-12-06,עדי שני,"רס""ם (במיל')",אגד לוגיסטי 6036,M,39,צור יצחק,"לוחם פלס""ר באגד לוגיסטי 6036, נפל בקרב ברצועת עזה.",2145.0,https://www.idf.il/נופלים/חללי-המלחמה/עדי-שני/,Sergeant major (res.) Adi Shani
2023-12-06,עמית בונצל,"סמ""ר",חטיבת הצנחנים,M,22,שוהם,"לוחם וסמל מחלקה בסיירת צנחנים שבחטיבת הצנחנים, נפל בקרב במרכז רצועת עזה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",2146.0,https://www.idf.il/נופלים/חללי-המלחמה/עמית-בונצל/,Staff sergeant Amit Bonzel
2023-12-06,עלמנאו עמנואל פלקה,"סמ""ר",חטיבת הקומנדו,M,22,קרית גת,"לוחם ביחידת דובדבן שבחטיבת הקומנדו, נפטר מפצעיו לאחר שנפצע בקרב ב-5.12.23 בדרום רצועת עזה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",2147.0,https://www.idf.il/נופלים/חללי-המלחמה/עלמנאו-עמנואל-פלקה/,Staff Sergeant Alemnew Emanuel Feleke
2023-12-06,מאור גרשוני,"רס""ל (במיל')",חטיבת עציוני (6),M,24,יקנעם עילית,"מפקד לוחם בגדוד 8173, חטיבת עציוני (6), נפל בקרב ברצועת עזה.",2148.0,https://www.idf.il/נופלים/חללי-המלחמה/מאור-גרשוני/,Sergeant first class (res.) Maor Gershoni
2023-12-07,גל מאיר איזנקוט,"רס""ר (במיל')",עוצבת חצי האש (551),M,25,הרצליה,"לוחם בגדוד 699, עוצבת 'חצי האש' (551), נפל בקרב בצפון רצועת עזה.",2153.0,https://www.idf.il/נופלים/חללי-המלחמה/גל-מאיר-איזנקוט/,Master sergeant (res.) Gal Meir Eisenkot
2023-12-07,יונתן דוד דיטש,"רס""ם (במיל')",עוצבת חוד החנית (55),M,34,חריש,"לוחם בגדוד הסיור 6623, עוצבת 'חוד החנית' (55), נפל בקרב בדרום רצועת עזה.",2149.0,https://www.idf.il/נופלים/חללי-המלחמה/יונתן-דוד-דיטש/,Sergeant major (res.) Jonathan David Deitch
2023-12-07,קובי דבש,"רס""ם (במיל')",חטיבת המחץ (14),M,41,טבריה,"לוחם בגדוד ההנדסה 271, חטיבת המחץ (14), נפל בקרב בדרום רצועת עזה.",2155.0,https://www.idf.il/נופלים/חללי-המלחמה/קובי-דבש/,Sergeant major (res.) Kobi Dvash
2023-12-07,איל מאיר ברקוביץ׳,"רס""ר (במיל')",עוצבת חצי האש (551),M,28,ירושלים,"לוחם בגדוד 699, עוצבת 'חצי האש' (551), נפל בקרב בצפון רצועת עזה.",2154.0,https://www.idf.il/נופלים/חללי-המלחמה/איל-מאיר-ברקוביץ/,Master sergeant (res.) Eyal Meir Berkowitz
2023-12-07,עומרי רוט,"רס""ל (במיל')",עוצבת ברק (188),M,25,קצרין,"מפקד טנק בגדוד 53, שבעוצבת 'ברק' (188), נפל בקרב ברצועת עזה.",2151.0,https://www.idf.il/נופלים/חללי-המלחמה/עומרי-רוט/,Sergeant first class (res.) Omri Rot
2023-12-07,נפתלי יונה גורדון,"רס""ר (במיל')",עוצבת ברק (188),M,32,ירושלים,"לוחם שיריון בגדוד 53, שבעוצבת 'ברק' (188), נפל בקרב ברצועת עזה.",2152.0,https://www.idf.il/נופלים/חללי-המלחמה/נפתלי-יונה-גורדון/,Master sergeant (res.) Naftali Yonah Gordon
2023-12-08,מאור כהן איזנקוט,סמל,גולני,M,19,אילת,"לוחם בגדוד 12, שבחטיבת גולני, נפל בקרב ברצועת עזה. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",2156.0,https://www.idf.il/נופלים/חללי-המלחמה/מאור-כהן-איזנקוט/,Sergeant Maor Cohen Eisenkot
2023-12-08,עמרי בן שחר,"רס""ר (במיל')",עוצבת חוד החנית (55),M,25,גבעתיים,"לוחם בגדוד 6623, עוצבת ׳חוד החנית׳ (55), נפל בקרב בדרום רצועת עזה. הועלה מדרגת רס""ל לדרגת רס""ר לאחר מותו.",2158.0,https://www.idf.il/נופלים/חללי-המלחמה/עמרי-בן-שחר/,Master sergeant (res.) Omri Ben Shachar
2023-12-08,ליאב אטיה,"רס""ר (במיל')",עוצבת חוד החנית (55),M,25,באר שבע,"לוחם בגדוד 6623, עוצבת ׳חוד החנית׳ (55), נפל בקרב בדרום רצועת עזה. הועלה מדרגת רס""ל לדרגת רס""ר לאחר מותו.",2157.0,https://www.idf.il/נופלים/חללי-המלחמה/ליאב-אטיה/,Master sergeant (res.) Liav Atiya
2023-12-09,חיים מאיר עדן,"סמ""ר",חטיבת גולני,M,20,רחובות,"לוחם בגדוד 13, חטיבת גולני, נפטר מפצעיו לאחר שנפצע ב-7.10.2023.",1704.0,https://www.idf.il/נופלים/חללי-המלחמה/חיים-מאיר-עדן/,Staff sergeant Haim Meir Eden
2023-12-08,יונתן דין חיים,"סמ""ר",עוצבת סער מגולן (7),M,25,רמת גן,"לוחם בגדוד הנדסה 601, בעוצבת 'סער מגולן' (7), נפל בקרב בדרום רצועת עזה.",2159.0,https://www.idf.il/נופלים/חללי-המלחמה/יונתן-דין-חיים/,Staff sergeant Jonathan W.  Dean Chaim Jr
2023-12-10,נתנאל מנחם איתן,סגן,"בה""ד 1",M,22,ירושלים,"צוער בגדוד גפן, בית הספר לקצינים, שירת כלוחם ביחידת 669, נפטר מפצעיו לאחר שנפצע באורח קשה ביום שישי האחרון (08.12.2023) בצפון רצועת עזה. הועלה מדרגת סמ""ר לדרגת סגן לאחר מותו.",2160.0,https://www.idf.il/נופלים/חללי-המלחמה/נתנאל-מנחם-איתן/,Lieutenant Nethanel Menachem Eitan
2023-12-10,גדעון אילני,"רס""ם (במיל')",עוצבת חוד החנית,M,35,עשהאל," לוחם בגדוד 2855, עוצבת ׳חוד החנית׳ (55), נפל בקרב ברצועת עזה.",2161.0,https://www.idf.il/נופלים/חללי-המלחמה/גדעון-אילני/,Sergeant major (res.) Gideon Ilani
2023-12-10,איתי פרי,"רס""ם (במיל')",חטיבה 5,M,36,מודיעין מכבים רעות," קשר פלוגתי בגדוד 8111, חטיבה 5, נפל בקרב ברצועת עזה.",2162.0,https://www.idf.il/נופלים/חללי-המלחמה/איתי-פרי/,Sergeant major (res.) Etay Perry
2023-12-10,אביתר כהן,"רס""ן (במיל')",חטיבה 5,M,42,כפר סבא," קצין הדרכה בגדוד 8111, חטיבה 5, נפל בקרב ברצועת עזה.",2163.0,https://www.idf.il/נופלים/חללי-המלחמה/אביתר-כהן/,Major (res.) Eviatar Cohen
2023-12-10,גל בכר,"רס""ן",אוגדה 36,M,34,אורנית," קצין הדרכה באוגדה 36, נפל בתאונת דרכים צבאית בדרום הארץ.",2164.0,https://www.idf.il/נופלים/חללי-המלחמה/גל-בכר/,Major Gal Becher
2023-12-10,רומן ברונשטיין,"רס""ן (במיל')",חטיבה 5,M,46,בת ים,"קצין הדרכה בגדוד 8111, חטיבה 5, נפל בקרב ברצועת עזה.",2165.0,https://www.idf.il/נופלים/חללי-המלחמה/רומן-ברונשטיין/,Major (res.) Roman Bronshtein
2023-12-10,אליה יאנובסקי,סרן (במיל'),חטיבה 5,M,24,ירושלים,"מפקד מחלקה בגדוד 8111, חטיבה 5, נפל בקרב ברצועת עזה.",2166.0,https://www.idf.il/נופלים/חללי-המלחמה/אליה-יאנובסקי/,Captain (res.) Eliya Yanovsky
2023-12-10,ארי יחיאל זנילמן,"רס""ר (במיל')",חטיבה 5,M,32,ירושלים,"לוחם בגדוד 8111, חטיבה 5, נפל בקרב ברצועת עזה. הועלה מדרגת רס""ל (במיל') לדרגת רס""ר (במיל') לאחר מותו.",2167.0,https://www.idf.il/נופלים/חללי-המלחמה/ארי-יחיאל-זנילמן/,Master sergeant (res.) Ari Yehiel Zenilman
2023-12-11,צביקה לביא,"רס""ר (במיל')",עוצבת חצי האש (551),M,30,עלי,"לוחם בגדוד 699, עוצבת 'חצי האש' (551), נפטר מפצעיו ב-11.12.2023 לאחר שנפצע באורח אנוש ב-20.11.2023 בצפון רצועת עזה.",2168.0,https://www.idf.il/נופלים/חללי-המלחמה/צביקה-לביא/,Master sergeant (res.) Tzvika Lavi
2023-12-12,תומר גרינברג,"סא""ל",חטיבת גולני,M,35,אלמוג,"מפקד גדוד 13 שבחטיבת גולני, נפל בקרב בצפון רצועת עזה,.",2170.0,https://www.idf.il/נופלים/חללי-המלחמה/תומר-גרינברג/,Lieutenant colonel Tomer Grinberg
2023-12-12,רועי מלדסי,"רס""ן",חטיבת גולני,M,23,עפולה,"מפקד פלוגה בגדוד 13 שבחטיבת גולני, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.",2169.0,https://www.idf.il/נופלים/חללי-המלחמה/רועי-מלדסי/,Major Roei Meldas
2023-12-12,משה אברהם בר-און,"רס""ן",חטיבת גולני,M,23,רעננה,"מפקד פלוגה בגדוד 51 שבחטיבת גולני, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.",2172.0,https://www.idf.il/נופלים/חללי-המלחמה/משה-אברהם-בר-און/,Major Moshe Avram Bar On
2023-12-12,אחיה דסקל,סמל,חטיבת גולני,M,19,חיפה,"לוחם בגדוד 51 שבחטיבת גולני, נפל בקרב בצפון רצועת עזה. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",2171.0,https://www.idf.il/נופלים/חללי-המלחמה/אחיה-דסקל/,Sergeant Achia Daskal
2023-12-12,אוריה יעקב,"סמ""ר",בית הספר להנדסה קרבית,M,19,אשקלון,"לוחם בגדוד 614, בית הספר להנדסה קרבית, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.",2174.0,https://www.idf.il/נופלים/חללי-המלחמה/אוריה-יעקב/,Staff sergeant Oriya Yaakov
2023-12-12,ליאל חיו,סרן,חטיבת גולני,M,22,שוהם,"מפקד מחלקה בגדוד 51 שבחטיבת גולני, נפל בקרב בצפון רצועת עזה. הועלה מדרגת סגן לדרגת סרן לאחר מותו.",2173.0,https://www.idf.il/נופלים/חללי-המלחמה/ליאל-חיו/,Captain Liel Hayo
2023-12-12,בן שלי,"רס""ן",היחידה הטקטית לחילוץ מיוחד (669),M,26,קדרון,"מפקד פלגת לוחמים ביחידה הטקטית לחילוץ מיוחד (669), נפל בקרב בצפון רצועת עזה.",2176.0,https://www.idf.il/נופלים/חללי-המלחמה/רום-הכט/,Sergeant first class Rom Hecht
2023-12-12,רום הכט,"רס""ל",היחידה הטקטית לחילוץ מיוחד (669),M,20,גבעתיים,"לוחם ביחידה הטקטית לחילוץ מיוחד (669), נפל בקרב בצפון רצועת עזה. הועלה מדרגת סמ""ר לדרגת רס""ל לאחר מותו.",2175.0,https://www.idf.il/נופלים/חללי-המלחמה/ערן-אלוני/,Sergeant Eran Aloni
2023-12-12,ערן אלוני,סמל,חטיבת גולני,M,19,אופקים,"לוחם בגדוד 51, חטיבת גולני, נפל בקרב בצפון רצועת עזה. הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.",2178.0,https://www.idf.il/נופלים/חללי-המלחמה/יצחק-בן-בשט/,Colonel Itzhak Ben Basat
