date,text
2024-05-06 06:48:03,"במהלך הלילה, מטוסי קרב של חיל האוויר יירטו בהצלחה כלי טיס בלתי מאויש שעשה את דרכו לשטח ישראל מכיוון מזרח. 
הכלי היה במעקב על ידי כוחות צה״ל, לא היווה איום ולא הופעלו התרעות בהתאם למדיניות. אין נפגעים ולא נגרם נזק."
2024-05-06 08:30:36,"במהלך הלילה מטוסי קרב של חיל האוויר תקפו מתחם צבאי של ארגון הטרור חיזבאללה במרחב א-ספרי שבעומק לבנון.

בנוסף, נתקפו אמש (א') מבנים צבאיים של ארגון הטרור חזבאללה במרחבים רמיה, עייתא א-שעב ומרווחין, לצד תשתית טרור של הארגון במרחב ג'בל בלט שבדרום לבנון. 

צה""ל תקף בירי ארטילרי להסרת איום במרחב שבעא שבדרום לבנון. 

אמש, זוהו שני שיגורים משטח סוריה לעבר מרחב רמות מגשימים שנפלו בשטחים פתוחים. אין נפגעים. כוחות צה""ל תקפו את מקורות הירי באמצעות ירי טנק."
2024-05-06 09:30:01,"במהלך הלילה מטוסי קרב של חיל האוויר תקפו מטרות טרור במרחב רפיח במוקד ממנו בוצע ירי תמ""ס אמש לעבר כרם שלום, ביניהן עמדת צליפה, מבנה צבאי ותשתית טרור.

בנוסף, כוחות צוות הקרב של חטיבה 679 זיהו חוליית מחבלים חמושים ובסגירת מעגל מהירה כלי טיס של חיל האוויר תקף וחיסל את המחבלים.

במהלך היממה האחרונה מטוסי קרב של חיל האוויר תקפו מטרות טרור ברחבי הרצועה, בניהן מבנים צבאיים, אתרי שיגור ומבנים ממולכדים.
בנוסף, מסוקי קרב תקפו אמצעי לחימה ומבנה ממנו בוצע ירי אל עבר כוחותינו."
2024-05-06 09:39:46,"""לא ניצלתי מהשואה, שרדתי אותה"":"
2024-05-06 10:32:54,מנהרת הזמן:
2024-05-06 11:53:56,"מצורפת הודעת דובר צה""ל בנושא שמו של חלל צה״ל אשר הודעה נמסרה למשפחתו: 

מצורף קישור לאתר צה""ל, בו מפורסמים ומתעדכנים פרטיהם ותמונותיהם של החללים:"
2024-05-06 12:31:01,"מטוסי קרב תקפו כ-15 מבנים צבאיים ותשתיות טרור שמוקמו במחנה צבאי המשויך לכוח רדואן בארגון הטרור חיזבאללה במרחב ערב אל לויזה שבדרום לבנון. 

בהמשך להתרעות שהופעלו בצפון הארץ מחשש לחדירת כלי טיס עוין, זוהה כטב""ם נפץ שחצה משטח לבנון למרחב מטולה."
2024-05-06 12:55:36,80 שנה אחרי:
2024-05-06 13:41:10,"מצורפת הודעת דובר צה""ל בנושא הפעלת הצפירה ביום הזיכרון לשואה והגבורה התשפ""ד על-ידי שורדת השואה מלכה הרמן ונכדה, סרן מאור הרמן: 


בנוסף, מצורף סרטון בנושא:"
2024-05-06 15:57:48,"כוחות רבים של צה״ל, שב""כ ומג״ב, בהכוונה מודיעינית של אמ""ן ושב""כ פועלים משעות הלילה במבצע לסיכול טרור במרחב בטול כרם שבחטיבת מנשה.

עד כה בפעילות, הלוחמים חיסלו מחבל חמוש, השמידו מעבדת מטענים, איתרו מעבדת מטענים נוספת ורובה מסוג קלאצ'ניקוב.

כוחות הנדסיים חשפו מספר מטענים שהוטמנו מתחת לצירים, פשטו על מתחמים ומבנים, סרקו אחר אמצעי לחימה ותחקרו חשודים. 

במקביל, לוחמי צה""ל שב""כ ומג""ב פעלו הלילה למעצר 13 מבוקשים ברחבי יהודה ושומרון.

המבוקשים שנעצרו הועברו להמשך חקירת כוחות הביטחון, אין נפגעים לכוחותינו. 



מצורף תיעוד מפעילות יחידת דובדבן בטול-כרם:  

מצורפות תמונות מפעילות הכוחות בטול-כרם:"
2024-05-06 17:47:06,"בשעת הצפירה היום (ב׳) ואתמול בערב (א׳) התקיימו טקסים לציון יום הזיכרון לשואה והגבורה ברצועת עזה, בחטיבות הלוחמות תחת אוגדה 99 הפועלים כעת במרחב מסדרון מרכז הרצועה. 

בטקסים שנערכו ציינו הלוחמים והמפקדים את יום הזיכרון לשואה ולגבורה, נשאו נאומים וקיימו שיח על סיפורם ולזכרם של ששת מיליון הנופלים.

מצורף תיעוד מטקס זיכרון שקיימו לוחמי חטיבה 679 אתמול ברצועה: 

מצורף תיעוד מעמידת הלוחמים בצפירה במרחב הלחימה ברצועה: 

מצורפות תמונות בנושא:"
2024-05-06 19:34:43,"פורום המטה הכללי של צה""ל קיים היום (ב') מפגש עם שורדת השואה, הגברת שרה ווינשטיין, שסיפרה את סיפור חייה לציון יום הזיכרון לשואה ולגבורה.
שרה ווינשטיין נולדה בשנת 1935 בעיירה סטפן שבפולין. שרה חיה עם משפחתה מעל לשנה בגטו, ולאחר שאמה נרצחה, בני משפחתה שנותרו מצאו מסתור ביער סבוך, בו התחבאו במשך 3 שנים. בקיץ 1944 שרה ושתי אחיותיה הועברו לבית היתומים של לנה קיכלר, ובשנת 1947 היא עלתה לארץ ישראל, לקיבוץ גבעת חיים. כיום היא מתגוררת ביבנה ולה ולבעלה אברהם שלוש בנות, שישה נכדים ושלוש נינות.
מצורף סרטון ממפגש בין פורום מטכ״ל לשורדת השואה, הגברת שרה ווינשטיין: 
מצורפות תמונות בנושא: 
מצורפים דבריו המלאים של הרמטכ״ל: ״אידאולוגיה אנטישמית מחודשת מרימה את ראשה ואויבים נפשעים מבקשים שוב ושוב לכלותינו. אם רק נקווה, לא יקרה דבר; אם נסתפק בלומר מה צריך לעשות ונחכה שאחרים יעשו – לא נוכל להיות בטוחים שזה אכן יקרה. לכן, מתוך התקווה ומתוך האחריות, חובה עלינו לעשות. מדינת ישראל וצה""ל מגינה הם תשובתנו לצורר. לכל צורר. נדע לקום מהשבר, ללמוד ולהיבנות מחדש. זוהי חובתנו. אנו נושאים על כתפינו את האחריות להמשיך ולהוביל את צה""ל במלחמה על חירותו של עם ישראל, ולהבטיח – לעולם לא עוד!יהי זכרם של ששת המיליונים ברוך״."
2024-05-06 19:36:30,"מטוסי קרב תקפו בשעות האחרונות מבנה צבאי של ארגון הטרור חיזבאללה במרחב סרבין ועמדת שיגור של הארגון בעייתא א-שעב שבדרום לבנון. 

מוקדם יותר היום כוחות צה""ל ביצעו ירי ארטילרי להסרת איום במרחב א-צוונה שבדרום לבנון. 

מצורף תיעוד מהתקיפות:"
2024-05-06 22:14:01,כוחות צה״ל תוקפים ופועלים כעת כנגד מטרות של ארגון הטרור חמאס באופן ממוקד במזרח רפיח. פרטים נוספים בהמשך.
2024-05-07 06:31:03,"מצורפת הודעת דובר צה""ל בנושא שמותיהם של שני חללי צה״ל אשר הודעה נמסרה למשפחותיהם: 

מצורף קישור לאתר צה""ל, בו מפורסמים ומתעדכנים פרטיהם ותמונותיהם של החללים:"
2024-05-07 07:02:17,"במהלך שעות הבוקר (ג׳) יתבצע אימון מעל המרחב האווירי של מפרץ חיפה, במהלכו תורגש תנועת מסוקים ויישמעו קולות נפץ במרחב. אין חשש לאירוע ביטחוני."
2024-05-07 09:00:44,"כוחות צה״ל בהובלת אוגדה 162 החלו הלילה (ב׳) בהכוונה מודיעינית של שב""כ ואמ""ן בפעילות ממוקדת ובאזורים מוגבלים במזרח רפיח נגד תשתיות טרור של ארגון הטרור חמאס.

במסגרת הפעילות השיגו כוחות מצוות הקרב של חטיבה 401 שליטה מבצעית במעבר רפיח בצידו העזתי, שבמזרח רפיח, זאת בעקבות מידע מודיעיני כי מחבלים משתמשים במרחב המעבר לצרכי טרור.
ממרחב המעבר בוצע ביום ראשון ירי פצמ״רים לעבר מעבר כרם שלום, שכתוצאה ממנו נהרגו ארבעה לוחמי צה״ל ונפצעו נוספים.

במסגרת הפעילות, מטוסי קרב של חיל האוויר וכוחות חטיבת האש 215 תקפו והשמידו מטרות טרור של חמאס בניהן מבנים צבאיים, תשתיות תת קרקעיות ותשתיות טרור נוספות מהם חמאס פעל באזור רפיח, עד כה חוסלו כ-20 מחבלים במהלך הפעילות. הכוחות איתרו עד כה שלושה פירים מבצעיים במרחב. אין נפגעים לכוחותינו.

טרם תחילת הפעילות, התבצע תיאום מקדים עם הארגונים הבינלאומיים הפועלים במרחב בבקשה לנוע לעבר האזור ההומניטרי, זאת מתוך מאמץ פינוי האוכלוסייה שמתרחש בשעות האחרונות.

כוחות צוות הקרב החטיבתי 401 וצוות הקרב החטיבתי של חטיבת גבעתי ממשיכים לפעול כעת במרחב למול מחבלים ותשתיות טרור.

מצורף תיעוד מכניסת כוחות צוות הקרב של חטיבה 401 למעבר רפיח בצידו העזתי: 

מצורפות תמונות מכניסת כוחות צוות הקרב של חטיבה 401 למעבר רפיח בצידו העזתי:"
2024-05-07 12:47:28,"במהלך הלילה, מטוסי קרב של חיל האוויר יירטו בהצלחה כלי טיס בלתי מאויש שעשה את דרכו לשטח ישראל מכיוון מזרח. 
הכלי היה במעקב על ידי כוחות צה״ל, לא חצה לעבר שטח הארץ ולא הופעלו התרעות בהתאם למדיניות. אין נפגעים ולא נגרם נזק."
2024-05-07 12:55:09,"אמש (ב'), זוהו שלושה שיגורים שחצו מצפון רצועת עזה לעבר שטח מדינת ישראל, שניים מהם יורטו. 
זמן קצר לאחר מכן, מטוסי קרב וכלי טיס של חיל האוויר, בהובלת אוגדת עזה תקפו מספר מטרות צבאיות במרחב, ביניהם מבנה צבאי ותשתיות טרור נוספות.

בעקבות זיהוי של תצפיתניות מגדוד 414, כלי טיס של חיל האוויר, בהובלת אוגדת עזה תקף וחיסל חוליית מחבלים חמושים במרחב בית חאנון.

כוחות צוות הקרב של חטיבה 679 ממשיכים לפעול במרחב המסדרון במרכז רצועת עזה. במהלך הפעילות הכוח זיהה חוליית מחבלים נכנסים למבנה צבאי במרחב, מטוסי קרב תקפו את המבנה וחיסלו את המחבלים.

מצורף תיעוד מתקיפות צה""ל ברחבי הרצועה: 

מצורפות תמונות מפעילות כוחות צה""ל ברצועה:"
2024-05-07 13:13:05,הפלתו של 'גדוד קלקיליה':
2024-05-07 14:39:59,"מטוסי קרב תקפו אמש (ב') מבנה צבאי ותשתית טרור של ארגון הטרור חיזבאללה במרחב מזרעת עקמתא שבדרום לבנון. בנוסף כוחות צה""ל ביצעו ירי להסרת איום במרחב וואדי קטעיה מוקדם יותר היום.

בהמשך להתרעות על חדירת כלי טיס, זוהו מספר מטרות אוויריות חשודות, לוחמי ההגנה האווירית יירטו בהצלחה את אחת המטרות. 
מטרה חשודה נוספת נפלה במרחב יפתח, פרצה שריפה במקום. שתי מטרות נפלו בשטח פתוח, יתר המטרות נפלו וגרמו לנזק קל. אין נפגעים."
2024-05-07 15:35:25,"כוחות סיירת חרוב, דובדבן, שב""כ, ומג""ב השלימו הלילה מבצע שארך מעל 20 שעות במרחב טול כרם שבחטיבת מנשה. 
במהלך המבצע הכוחות השמידו שלוש מעבדות מטענים וכוחות הנדסיים חשפו מספר מטענים שהוטמנו מתחת לצירים.

במהלך חילופי אש, הכוחות חיסלו מחבל חמוש ועצרו שישה מבוקשים נוספים. בנוסף, הכוחות איתרו והחרימו עשרות חלקי נשקים וציוד צבאי וסרקו מעל 60 מבנים במרחב.

במהלך פעילות במרחב דהרייה שבחטיבת יהודה, הלוחמים עצרו מבוקש שסייע למחבל אשר ביצע את הפיגוע בגן יבנה.

במרחב חווארה שבחטיבת שומרון, הכוחות עצרו מבוקש ואיתרו והחרימו עשרות אלפי שקלים של כספי טרור. 

במרחב אל בירה שבחטיבת בנימין, הוחרמו אמצעים לייצור חומרי תעמולה עבור ארגוני טרור.

המבוקשים שנעצרו הועברו להמשך חקירת כוחות הביטחון, אין נפגעים לכוחותינו.

עד כה נעצרו מתחילת המלחמה כ-4,000 מבוקשים ברחבי אוגדת יהודה ושומרון ובחטיבת הבקעה והעמקים, כ-1,700 מהם משויכים לארגון הטרור חמאס.

מצורף תיעוד מפעילות הכוחות במרחב טול כרם: 

מצורפות תמונות ממעבדת המטענים שהושמדה: 

מצורפות תמונות מפעילות הכוחות בטול כרם: 
 
מצורף סינק של מפקד סיירת חרוב, סא״ל דוד לוי:"
2024-05-07 17:16:02,"בשבועות האחרונים פעלו כוחות צה""ל בהובלת יחידת ההנדסה של אוגדת עזה יחד עם מערך ההנדסה של פיקוד הדרום, יחידת יהל״ם ובשיתוף כוחות החטיבה הצפונית למיפוי והשמדת שתי מנהרות התקפיות נוספות במרחב בית חאנון שבצפון הרצועה, אשר היו במעקב מודיעיני וטכנולוגי מתמשך.

אחת המנהרות נחשפה בשנת 2014 במבצע ׳צוק איתן׳, במהלכו שימשה את מחבלי ארגון הטרור חמאס לפשיטה לשטח הארץ והושמדה מיד לאחר מכן. מקטע נוסף של המנהרה בעומק הרצועה אשר היווה חלק מרשת מנהרות מסועפת של ארגון הטרור חמאס, הותקף מספר פעמים במהלך מלחמת ׳חרבות ברזל׳ ולאחר עבודות חקר ומיפוי שהתקיימו בשבועות האחרונים עלה כי התקיפות האוויריות השמידו את התוואי. 
המנהרה השנייה הייתה חלק מאותה רשת מנהרות מסועפת של ארגון הטרור חמאס, ונחפרה למרחק של כ-150 מטרים מגדר הגבול, אך לא חצתה לשטח ישראל באף שלב. המנהרה הושמדה באמצעות חבלה. 

צה""ל ימשיך לפעול להשמדת תשתיות תת-הקרקע ברצועת עזה ולשלילת יכולות ארגוני הטרור ובראשם חמאס להגנה על יישובי העוטף.

מצורף תיעוד מהשמדת המנהרה: 

מצורף סינק של מפקד היחידה ללוחמת תת-קרקע באוגדת עזה, רב-סרן א׳: 

מצורפות תמונות בנושא:"
2024-05-07 19:28:57,"מטוסי קרב של חיל האוויר תקפו מוקדם יותר היום מבנים צבאיים של ארגון הטרור חיזבאללה במספר מרחבים בדרום לבנון, בניהם בליידא, מרון א-ראס, יארון, ואלחיאם.
בנוסף נתקפה תשתית טרור של ארגון הטרור חיזבאללה במרחב כפר חמם, לצד עמדת שיגור ניידת של הארגון במרחב עייתא א-שעב שבדרום לבנון. 

במהלך היום זוהו שתי מטרות אוויריות שחצו מלבנון לעבר צפון הארץ, אחת מהן יורטה על ידי לוחמי ההגנה האווירית, נגרם נזק קל ואין נפגעים.

מצורף תיעוד מהתקיפות:"
2024-05-07 23:10:24,"אמש (ב׳) נמסרה הודעה על כוונה להחרים ולהרוס את ביתו של המחבל מחמד זוהארה בכפר זעתרה. 

המחבל ביצע יחד עם מחבלים נוספים, את פיגוע הירי בכביש מספר 1 סמוך למחסום א-זעים ב-22 בפברואר 2024.
בפיגוע נרצח מתן אלמליח ז""ל ונפצעו אזרחים נוספים."
2024-05-07 23:20:12,"מוקדם יותר היום זוהו כ-12 שיגורים ששוגרו ממרחב רפיח שבדרום הרצועה לעבר אזור רעים, לוחמי ההגנה האווירית יירטו בהצלחה חמישה שיגורים, שאר השיגורים נפלו בשטח פתוח, אין נפגעים. 

פחות משעה לאחר מכן, כלי טיס של חיל האוויר תקף בהכוונת חטיבת האש 215 והשמיד את המשגר ממנו בוצעו השיגורים לשטח הארץ.

כמו כן, מוקדם יותר היום זוהו שישה שיגורים שחצו מדרום רצועת עזה למרחב כרם שלום. אין נפגעים. ירי ארגוני הטרור למרחב המעבר מונע כניסה של סיוע הומניטרי לתושבי הרצועה. צה״ל ימשיך לפעול על מנת לאפשר את התנאים הביטחוניים לפתיחת מעבר כרם שלום.

מצורף תיעוד מהתקיפה:"
2024-05-08 00:00:54,"לפני זמן קצר זוהתה מטרה אווירית חשודה שעשתה את דרכה לשטח ישראל מכיוון מזרח, סמוך למרחב העיר אילת.
לוחמי ההגנה האווירית יירטו בהצלחה את המטרה מחוץ לגבולות ישראל."
2024-05-08 07:37:38,"במהלך הלילה, מטוסי קרב של חיל האוויר תקפו מבנים צבאיים של ארגון הטרור חיזבאללה בדרום לבנון במרחבים כפר כילא, עייתא א-שעב, אלחיאם ומארון א-ראס. 

כמו כן, הותקפו תשתיות טרור של הארגון במרחבים חולא ועיתרון שבדרום לבנון.

בנוסף, כוחות צה""ל תקפו במהלך הלילה להסרת איום במרחבים טיר חרפא ואל-ג'בין.

מצורף תיעוד מהתקיפות:"
2024-05-08 10:06:26,ההר העצוב תמיד:
2024-05-08 11:13:54,"בהתאם להערכת המצב הוחלט כי היום (ד׳) לא יתקיימו עבודות חקלאיות הסמוכות לגדר הגבול עם רצועת עזה.

פעילויות בשטחים שמחוץ ליישובים שבמרחק 0-4 ק״מ מהגבול יתבצעו באישור החטיבה המרחבית. 

אין שינוי בהנחיות ההתגוננות."
2024-05-08 11:20:04,"""כשראינו את הפיצוץ, הבנו שעמדנו במשימה"":"
2024-05-08 12:01:35,"כוחות צה״ל בהובלת אוגדה 162 ובהכוונה מודיעינית של שב""כ ואמ""ן ממשיכים בפעילות ממוקדת במזרח רפיח נגד מחבלי חמאס ותשתיות טרור של הארגון.

לוחמי צוותי הקרב של חטיבת גבעתי וחטיבה 401 חיסלו ביממה האחרונה מחבלים במספר היתקלויות ואיתרו תשתיות טרור לצד פירים תת קרקעיים במוקדים שונים במרחב. הכוחות החלו בתהליכי השמדת התשתיות והפירים.

באחת הפעילויות, זיהו לוחמי גבעתי מחבל נושא מטול מסוג RPG במרחב הכוחות וחיסלו אותו.

במקביל, כוחות חטיבה 401 ממשיכים בפשיטות על הצד העזתי של מעבר רפיח בעקבות אינדיקציות ומידע מודעיני לפיו מחבלים מנצלים את מרחב המעבר לפעולות ולצרכי טרור.

לאורך היממה האחרונה כלי טיס של חיל האוויר תקפו והשמידו מעל 100 מטרות טרור ברחבי הרצועה.
בין המטרות שהותקפו, מבנים צבאיים, עמדות תצפית, עמדות שיגור ותשתיות צבאיות נוספות.

מצורף תיעוד מפעילות כוחות צוות הקרב של חטיבה 401 במזרח רפיח: 

מצורפות תמונות מפעילות כוחות צה""ל ברצועה:"
2024-05-08 12:52:44,"כלי טיס מסוג ""רוכב שמיים"" נמצא מוקדם יותר היום (ד') במרחב העיר כפר סבא, אין חשש לאירוע בטחוני ואין חשש לדלף מידע. הכלי יאסף על ידי כוחות צה""ל. האירוע מתוחקר."
2024-05-08 15:16:30,"צה""ל השלים מוקדם יותר היום תקיפה רחבה של מעל ל-20 מטרות של ארגון הטרור חיזבאללה במרחב רמיה שבדרום לבנון באמצעות מטוסי קרב וארטילריה. בין המטרות שהותקפו; מבנים צבאיים ותשתיות טרור, בנוסף זוהו במהלך התקיפות פיצוצי משנה המעידים על הימצאות מחסני אמל""ח במקום.

בנוסף, מטוסי קרב תקפו לפני זמן קצר מבנה צבאי ותשתית טרור של ארגון הטרור חיזאבללה במרחבים מרווחין וכפר כילא שבדרום לבנון.

מצורף תיעוד מהתקיפות: 

מצורף סינק של רב-סרן ר', רמ""ד במרכז האש בפיקוד הצפון: 

מצורף תיעוד רחפן מהתקיפות במרחב רמיה:"
2024-05-08 15:45:40,אחרי 7 חודשים של הגנה על הבית:
2024-05-08 18:04:56,ואלו הם:
2024-05-08 19:00:19,"אוגדה 162 בהובלת צק""ח 401 פועלים במזרח רפיח:"
2024-05-08 19:29:19,"הודעה משותפת לדובר צה""ל ודוברות שב""כ:


בפעילות משותפת של צה״ל ושב״כ, כלי טיס של חיל האוויר בהכוונה מודיעינית של שב״כ וזרוע הים, חיסל ביממה האחרונה את המחבל אחמד עלי, מפקד הכוח הימי של חמאס בעיר עזה.

אחמד עלי קידם במהלך המלחמה פעילויות התקפיות לעבר שטח ישראל ותקיפות נוספות נגד כוחות צה״ל הפועלים בשטח הרצועה. בתוך כך, בשבועות האחרונים פעל לקידום פיגועים נגד כוחות צה״ל הפועלים במסדרון במרכז רצועת עזה.

במסגרת תפקידו, עלי בשנים האחרונות היה מעורב בניהול פרויקטים של הכוח הימי של ארגון הטרור חמאס ברצועה. 

מצורף תיעוד מהחיסול:"
2024-05-08 20:00:21,לקראת יום העצמאות ה-76 של מדינת ישראל:
2024-05-08 20:13:41,"מטוסי קרב תקפו מוקדם יותר היום מבנה צבאי המשויך לכוח רדואן בארגון הטרור חיזבאללה במרחב ג'בל רזלן. 

בנוסף, מטוסי קרב תקפו במהלך היום מבנים צבאיים בהם שהו מחבלים של ארגון הטרור חיזבאללה ומבנים צבאיים נוספים של הארגון במרחבים אל-חיאם, אל עדייסא, בליידא, מרון א-ראס ועייתא א-שעב.

מצורף תיעוד מהתקיפות:"
2024-05-08 21:52:33,"בהמשך להתרעות בכרם שלום במהלך היום, זוהו מספר שיגורים ממרחב רפיח לעבר מעבר כרם שלום. השיגורים לא חצו לעבר שטח הארץ ונפלו בשטח הרצועה. 

בנוסף, בהמשך להתרעות מוקדם יותר היום במרחב שלומית, זוהו שמונה שיגורים שחצו ממרחב רפיח לעבר מרחב כרם שלום, כתוצאה מהשיגורים לוחם צה""ל נפצע באורח קל, הלוחם קיבל טיפול רפואי ראשוני בשטח ולא נזקק לפינוי.

חמאס ממשיך לסכן את אזרחי הרצועה ולבצע פעולות טרור ממרחבים אזרחיים בכדי לנסות ולפגוע באזרחי ישראל ובכוחות צה""ל. בנוסף, הארגון ממשיך לבצע שיגורים ממרחבים מאוכלסים במרחב רפיח לעבר מעבר כרם שלום במטרה לפגוע בכוחות צה""ל ותפקוד המעבר.

מצורפת תמונה של השיגורים מרפיח לעבר מעבר כרם שלום מתוך מערכות צה""ל:"
2024-05-08 22:07:19,"מחר (ה׳), משעות הבוקר ולאורך היום יתקיימו אימונים של מטוסי קרב ומסוקים של חיל האוויר לקראת מטס יום הזיכרון במרחב ירושלים. 
במסגרת האימונים תורגש תנועה ערה של כלי טיס במרחב, אין חשש לאירוע בטחוני."
2024-05-09 01:57:40,"ראשוני: צה""ל תוקף כעת מטרות טרור של ארגון הטרור חמאס במרחב מרכז רצועת עזה, פרטים נוספים בהמשך."
2024-05-09 06:00:13,"מצורפת הודעת דובר צה""ל בנושא שמו של חלל צה״ל אשר הודעה נמסרה למשפחתו: 

מצורף קישור לאתר צה""ל, בו מפורסמים ומתעדכנים פרטיהם ותמונותיהם של החללים:"
2024-05-09 08:50:53,"לוחמי צה""ל ושב""כ פתחו במבצע בהובלת אוגדה 99, במרחב זיתון שבמרכז הרצועה, להמשך פירוק תשתיות טרור וחיסול מחבלים במרחב.

בהכוונה מודיעינית המבצע החל במטס תקיפה של מטוסי קרב של חיל האוויר שבמהלכו נתקפו כ-25 מטרות טרור. בין המטרות הותקפו מבנים צבאיים, מנהרות התקפיות, עמדות תצפית, עמדות צליפה ותשתיות טרור נוספות.

בתיאום משולב לוחמי צוותי הקרב של חטיבת הנח""ל, 679 ו-2 פועלים לטיהור השטח במרחב זיתון.

מצורף תיעוד מהתקיפות במרחב זיתון:"
2024-05-09 10:34:21,"המנוי אינו זמין? לא כשהם בסביבה:
החיילים שקולטים איך לקשר אתכם - גם בלב עזה"
2024-05-09 11:17:39,"לתת קמ""שיותר:


⁩"
2024-05-09 12:40:11,"לוחמי צה""ל, שב""כ ומג""ב פעלו הלילה למעצר 31 מבוקשים ברחבי יהודה ושומרון. 

הלוחמים עצרו במרחב חברון שבחטיבת יהודה חמישה מבוקשים המשויכים לארגון הטרור חמאס, בבית כחיל וביטא עצרו הלוחמים ארבעה מבוקשים נוספים. 

במרחב שכם שבחטיבת שומרון הכוחות עצרו שלושה מבוקשים והחרימו אקדח. בתל שבמרחב החטיבה הכוחות החרימו חומרי הסתה. 

בחטיבת עציון הלוחמים עצרו 11 מבוקשים, בהם מבוקש המשויך לארגון הטרור חמאס שהסית לביצוע פעולות טרור. 

בקבטיה שבמנשה נעצרו שני מבוקשים ובעין אום אשרייט שבבנימין נעצרו שני מבוקשים נוספים.

במרחב קלקיליה שבחטיבת אפרים עצרו הלוחמים ארבעה מבוקשים. במהלך הלילה הכוחות אבטחו במרחב החטיבה כניסת מתפללים לקבר יהושוע בן נון. 

המבוקשים שנעצרו ואמצעי הלחימה שהוחרמו הועברו להמשך טיפול כוחות הביטחון, אין נפגעים לכוחותינו. 



מצורף תיעוד מפעילות הכוחות ברחבי יהודה ושומרון: 

מצורפות תמונות מפעילות הכוחות ברחבי יהודה ושומרון:"
2024-05-09 15:34:27,"מצורפת פקודת יום של ראש המטה הכללי, רב-אלוף הרצי הלוי, לציון יום הזיכרון לחללי מערכות ישראל התשפ״ד: 

מצורפות תמונות של הרמטכ""ל:"
2024-05-09 18:09:00,"מטוסי קרב תקפו לפני זמן קצר תשתית טרור ומבנה צבאי של ארגון הטרור חיזבאללה במרחב עייתא א-שעב. 
מוקדם יותר היום כוחות צה""ל ביצעו ירי להסרת איום במספר מרחבים בדרום לבנון. 
מטוסי קרב ולוחמי ההגנה האווירית של חיל האוויר יירטו לפני זמן קצר שני כלי טיס בלתי מאוישים בשטח לבנון. 
כמו כן, זוהו מספר שיגורים שחצו מלבנון לעבר מספר מרחבים בצפון הארץ.  זוהו פגיעות במרחב שלומי, בעקבותיהן פרצה שריפה במרחב, כוחות כיבוי אש פועלים במקום על מנת לכבות את השריפה. אין נפגעים."
2024-05-09 19:40:24,"עצם בלתי מזוהה חצה אווירית לפני זמן קצר, משטח רצועת עזה לשטח ישראל ונפל במרחב נתיבות בשטח פתוח. העצם זוהה על ידי תצפיות והיה במעקב רציף. כוחות צה״ל סורקים כעת במרחב הנפילה. אין נפגעים ולא נגרם נזק."
2024-05-10 00:29:19,"מטוסי קרב תקפו לפני זמן קצר מבנים צבאיים ותשתית טרור של ארגון הטרור חיזבאללה במרחבים כפר כילא, עלמא א-שעב ויארון שבדרום לבנון.

מצורף תיעוד מהתקיפות:"
2024-05-10 09:00:31,"במזרח רפיח כוחות אוגדה 162 ממשיכים לפעול, ביממה האחרונה לוחמי צוות הקרב של חטיבת גבעתי איתרו מספר פירי מנהרות תת קרקעיות במרחב.
במרחב מעבר רפיח בצידו העזתי לוחמי צוות הקרב של חטיבה 401 חיסלו מספר חוליות מחבלים בקרבות פנים אל פנים ובסגירות מעגל מהאוויר.
כלי טיס בהובלת חיל האוויר וחטיבת האש 215 תקפו מספר מרחבים ברפיח מהם שוגרו בימים האחרונים רקטות ופצמ""רים לעבר שטח ישראל ומעבר כרם שלום.

במרחב זייתון שבמרכז הרצועה, לוחמי צוות הקרב של חטיבת הנח״ל ושל חטיבה 2 פועלים, בהכוונה מודיעינית של שב״כ ואמ״ן להמשך פירוק תשתיות טרור וחיסול מחבלים במרחב.
מטוסי קרב תקפו ביממה האחרונה מספר מחבלים ומטרות של ארגון הטרור חמאס בהן מבנה ממולכד באמצעי לחימה רבים. 

מטוסי קרב בהובלת חיל האוויר ואוגדת עזה תקפו מספר תשתיות טרור ברחבי הרצועה בהן עמדות נ""ט ופירי מנהרות.

כוחות צוות הקרב של חטיבה 679 זיהו חוליית מחבלים יוצאת ממחסן אמצעי לחימה במרכז הרצועה ונעה לעברם. כלי טיס של חיל האוויר תקף את החוליה.
מחסן אמצעי הלחימה ומחבל נוסף מהחוליה הותקפו זמן קצר לאחר מכן על ידי מטוסי קרב ומסוקי קרב של חיל האוויר.

במהלך היממה האחרונה, כלי טיס ומטוסי קרב של חיל האוויר תקפו והשמידו כ-40 מטרות טרור ברחבי הרצועה. בין המטרות שהותקפו, מבנים צבאיים, עמדות תצפית, חוליות מחבלים ותשתיות צבאיות נוספות.

מצורפות תמונות מפעילות הכוחות ברחבי רצועת עזה:"
2024-05-10 10:27:06,"בהמשך להתרעה שהופעלה מוקדם יותר היום בכרם שלום, זוהה שיגור אחד שחצה ממרחב רפיח לאזור עוטף עזה ויורט בהצלחה על ידי לוחמי ההגנה האווירית.

זמן קצר לאחר מכן, הופעלה התרעה נוספת במרחב כרם שלום, במהלכה לוחמי ההגנה האווירית יירטו בהצלחה שיגור נוסף שחצה מאזור רפיח."
2024-05-10 12:00:10,מדמה לחימה בלבנון:
